Дата,Номер_договора,ID_клиента,Название_клиента,Тип_клиента,ID_менеджера,ФИО_менеджера,Категория,Количество,Цена_за_ед,Сумма,Статус
2026-02-21,Д-2026-01093,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,29,538.02,15602.67,В работе
2026-02-21,Д-2026-00656,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Арматура,558,566.24,315962.28,Оплачено
2026-02-21,Д-2026-00610,23,ООО «ТрубТорг-023»,Опт,5,Соколова Е.Д.,Трубы,184,886.52,163120.12,Оплачено
2026-02-21,Д-2026-00204,89,Новиков Алексей.,Розница,3,Сидоров В.Г.,Арматура,27,240.03,6480.7,Оплачено
2026-02-21,Д-2026-00548,154,Васильев Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,46,77.75,3576.43,В работе
2026-02-21,Д-2026-01086,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Лист,7,337.02,2359.16,Отменено
2026-02-21,Д-2026-00150,24,Кузнецов Петр.,Розница,4,Кузнецов Д.Е.,Лист,2,524.45,1048.89,Оплачено
2026-02-21,Д-2026-00503,192,Зайцев Александр.,Розница,2,Петров Б.В.,Лист,8,222.71,1781.68,В работе
2026-02-21,Д-2026-01655,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Арматура,3,544.9,1634.71,Отозвано
2026-02-22,Д-2026-00039,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,21,461.03,9681.62,В работе
2026-02-22,Д-2026-01808,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Метизы,9,122.72,1104.46,Оплачено
2026-02-22,Д-2026-00628,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Лист,173,709.88,122809.94,В работе
2026-02-22,Д-2026-01804,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Лист,96,240.34,23072.29,Оплачено
2026-02-22,Д-2026-00080,11,ООО «КавказМет-011»,Опт,2,Петров Б.В.,Метизы,613,16.6,10176.81,Оплачено
2026-02-22,Д-2026-00187,57,ООО «МетСнаб-057»,Опт,2,Петров Б.В.,Трубы,469,668.96,313742.1,Оплачено
2026-02-22,Д-2026-01131,124,ООО «АрмСтрой-124»,Опт,5,Соколова Е.Д.,Лист,264,509.14,134412.31,Оплачено
2026-02-22,Д-2026-00164,94,Васильев Алексей.,Розница,2,Петров Б.В.,Арматура,27,693.28,18718.61,Оплачено
2026-02-22,Д-2026-00566,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Арматура,726,366.83,266316.17,Оплачено
2026-02-22,Д-2026-00138,20,ООО «АрмТорг-020»,Опт,1,Иванов А.А.,Трубы,294,309.64,91035.33,Оплачено
2026-02-22,Д-2026-00756,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Трубы,7,584.07,4088.49,Оплачено
2026-02-22,Д-2026-00355,142,ООО «МеталлИнвест-142»,Опт,2,Петров Б.В.,Трубы,301,403.6,121483.69,Оплачено
2026-02-22,Д-2026-00346,16,ООО «БелМеталл-016»,Опт,5,Соколова Е.Д.,Трубы,275,453.04,124585.41,Оплачено
2026-02-22,Д-2026-01596,192,Зайцев Александр.,Розница,2,Петров Б.В.,Метизы,33,200.93,6630.69,Оплачено
2026-02-22,Д-2026-01993,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Трубы,10,643.3,6432.97,Оплачено
2026-02-22,Д-2026-01482,44,Кузнецов Сергей.,Розница,2,Петров Б.В.,Лист,6,814.16,4884.97,В работе
2026-02-22,Д-2026-00765,142,ООО «МеталлИнвест-142»,Опт,2,Петров Б.В.,Метизы,1812,96.93,175632.66,В работе
2026-02-23,Д-2026-00419,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Метизы,76,246.84,18759.59,Оплачено
2026-02-23,Д-2026-00021,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,25,418.3,10457.38,Отменено
2026-02-23,Д-2026-01521,193,Соловьев Александр.,Розница,3,Сидоров В.Г.,Арматура,14,313.65,4391.11,Отменено
2026-02-23,Д-2026-01507,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Арматура,4,538.73,2154.94,В работе
2026-02-23,Д-2026-01180,170,Морозов Владимир.,Розница,2,Петров Б.В.,Арматура,7,411.41,2879.89,В работе
2026-02-23,Д-2026-01355,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,5,479.44,2397.21,Оплачено
2026-02-23,Д-2026-00520,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,12,614.32,7371.8,Оплачено
2026-02-23,Д-2026-00798,115,Федоров Дмитрий.,Розница,4,Кузнецов Д.Е.,Трубы,10,983.08,9830.79,Оплачено
2026-02-23,Д-2026-00056,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,16,481.76,7708.14,Отменено
2026-02-23,Д-2026-01135,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,26,601.4,15636.52,В работе
2026-02-23,Д-2026-01187,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,27,627.56,16944.21,Оплачено
2026-02-23,Д-2026-01658,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Лист,4,635.14,2540.56,Оплачено
2026-02-23,Д-2026-00816,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Арматура,680,649.53,441683.73,Оплачено
2026-02-23,Д-2026-00134,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Арматура,691,370.73,256177.37,В работе
2026-02-24,Д-2026-01878,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Метизы,1168,32.15,37550.49,Оплачено
2026-02-24,Д-2026-00306,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,7,430.74,3015.17,В работе
2026-02-24,Д-2026-00493,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,7,1171.27,8198.88,Оплачено
2026-02-24,Д-2026-00008,25,Соколов Петр.,Розница,2,Петров Б.В.,Трубы,7,826.29,5784.03,Оплачено
2026-02-24,Д-2026-00176,120,Тимофеев Дмитрий.,Розница,3,Сидоров В.Г.,Трубы,10,840.53,8405.35,Оплачено
2026-02-24,Д-2026-01001,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Трубы,319,952.47,303837.11,Оплачено
2026-02-24,Д-2026-01912,189,Новиков Александр.,Розница,2,Петров Б.В.,Метизы,55,123.44,6789.05,Оплачено
2026-02-24,Д-2026-00603,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Трубы,9,867.65,7808.81,В работе
2026-02-24,Д-2026-00762,55,Федоров Сергей.,Розница,3,Сидоров В.Г.,Лист,3,297.52,892.57,Отменено
2026-02-25,Д-2026-01154,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Арматура,635,192.28,122095.18,Оплачено
2026-02-25,Д-2026-00592,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,8,431.44,3451.51,Оплачено
2026-02-25,Д-2026-00154,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,5,731.26,3656.32,Оплачено
2026-02-25,Д-2026-00505,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Лист,7,878.81,6151.65,Оплачено
2026-02-25,Д-2026-01770,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,74,374.35,27701.85,Оплачено
2026-02-25,Д-2026-00879,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,185,502.24,92914.06,Отменено
2026-02-25,Д-2026-00597,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Метизы,1164,195.71,227803.4,Оплачено
2026-02-25,Д-2026-01854,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Трубы,4,981.02,3924.09,Оплачено
2026-02-25,Д-2026-01671,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Трубы,163,492.07,80207.12,Оплачено
2026-02-25,Д-2026-01052,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Лист,3,335.65,1006.96,Оплачено
2026-02-25,Д-2026-01534,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,14,178.16,2494.29,В работе
2026-02-25,Д-2026-00096,46,Попов Сергей.,Розница,2,Петров Б.В.,Трубы,13,1053.31,13693.06,В работе
2026-02-25,Д-2026-01199,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Арматура,19,689.57,13101.76,В работе
2026-02-25,Д-2026-00660,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Лист,90,447.53,40277.52,Оплачено
2026-02-25,Д-2026-01307,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Лист,292,690.47,201617.77,Оплачено
2026-02-26,Д-2026-01869,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,22,644.93,14188.54,Оплачено
2026-02-26,Д-2026-01137,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,283,558.81,158142.83,Оплачено
2026-02-26,Д-2026-00403,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Арматура,16,354.11,5665.79,Отозвано
2026-02-26,Д-2026-01654,75,Федоров Андрей.,Розница,2,Петров Б.В.,Лист,8,445.0,3560.04,В работе
2026-02-26,Д-2026-01315,153,ООО «СеверСталь-153»,Опт,1,Иванов А.А.,Арматура,595,279.89,166532.54,Оплачено
2026-02-26,Д-2026-00093,3,Сидоров Иван.,Розница,3,Сидоров В.Г.,Трубы,2,372.94,745.88,Оплачено
2026-02-26,Д-2026-01464,77,Павлов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,32,128.17,4101.29,Оплачено
2026-02-26,Д-2026-01371,138,Семенов Николай.,Розница,2,Петров Б.В.,Метизы,61,169.78,10356.3,Отменено
2026-02-26,Д-2026-01367,140,Тимофеев Николай.,Розница,2,Петров Б.В.,Арматура,7,385.8,2700.59,Оплачено
2026-02-26,Д-2026-01512,15,ООО «ВостокМет-015»,Опт,2,Петров Б.В.,Арматура,927,431.41,399920.37,В работе
2026-02-26,Д-2026-00395,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Метизы,40,186.92,7476.68,Оплачено
2026-02-26,Д-2026-00941,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,19,452.88,8604.72,Отозвано
2026-02-27,Д-2026-00356,61,Иванов Андрей.,Розница,2,Петров Б.В.,Арматура,14,514.34,7200.74,Оплачено
2026-02-27,Д-2026-01650,148,Козлов Михаил.,Розница,2,Петров Б.В.,Арматура,25,571.86,14296.42,Отозвано
2026-02-27,Д-2026-01082,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Трубы,5,744.46,3722.32,Отозвано
2026-02-27,Д-2026-01612,48,Козлов Сергей.,Розница,2,Петров Б.В.,Лист,3,452.55,1357.66,В работе
2026-02-27,Д-2026-00736,83,ООО «ТрубТорг-083»,Опт,5,Соколова Е.Д.,Арматура,292,460.09,134347.17,Оплачено
2026-02-27,Д-2026-00615,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Трубы,482,953.5,459587.96,В работе
2026-02-27,Д-2026-00133,148,Козлов Михаил.,Розница,2,Петров Б.В.,Трубы,8,838.84,6710.74,Оплачено
2026-02-27,Д-2026-00878,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Лист,197,773.86,152449.93,Оплачено
2026-02-27,Д-2026-01631,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Лист,7,691.95,4843.64,Оплачено
2026-02-27,Д-2026-00174,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,14,580.12,8121.62,В работе
2026-02-28,Д-2026-00921,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Трубы,316,834.52,263707.43,Оплачено
2026-02-28,Д-2026-00743,75,Федоров Андрей.,Розница,2,Петров Б.В.,Трубы,5,725.0,3625.02,В работе
2026-02-28,Д-2026-01693,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,4,193.79,775.16,В работе
2026-02-28,Д-2026-00646,1,Иванов Иван.,Розница,4,Кузнецов Д.Е.,Арматура,11,380.28,4183.11,Оплачено
2026-02-28,Д-2026-01028,60,ООО «АрмТорг-060»,Опт,1,Иванов А.А.,Метизы,986,175.62,173165.99,Оплачено
2026-02-28,Д-2026-01890,166,Попов Владимир.,Розница,2,Петров Б.В.,Лист,2,754.38,1508.75,В работе
2026-02-28,Д-2026-01715,3,Сидоров Иван.,Розница,3,Сидоров В.Г.,Трубы,5,1027.54,5137.72,Оплачено
2026-02-28,Д-2026-01240,83,ООО «ТрубТорг-083»,Опт,5,Соколова Е.Д.,Лист,91,679.52,61836.3,Оплачено
2026-02-28,Д-2026-01032,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Трубы,388,518.54,201194.34,Оплачено
2026-02-28,Д-2026-01007,142,ООО «МеталлИнвест-142»,Опт,2,Петров Б.В.,Арматура,751,621.3,466595.44,Оплачено
2026-03-01,Д-2026-01026,176,ООО «БелМеталл-176»,Опт,1,Иванов А.А.,Арматура,343,280.68,96271.71,Оплачено
2026-03-01,Д-2026-00864,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Трубы,491,448.54,220235.47,Отозвано
2026-03-01,Д-2026-01336,170,Морозов Владимир.,Розница,2,Петров Б.В.,Арматура,28,411.29,11516.22,В работе
2026-03-01,Д-2026-01249,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Метизы,455,22.36,10174.95,Оплачено
2026-03-01,Д-2026-01248,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Лист,274,273.37,74902.24,Оплачено
2026-03-01,Д-2026-01364,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,7,248.73,1741.08,В работе
2026-03-01,Д-2026-01846,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Трубы,11,1067.84,11746.2,В работе
2026-03-01,Д-2026-01228,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,14,529.01,7406.14,Оплачено
2026-03-01,Д-2026-00915,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Метизы,895,107.81,96494.15,Оплачено
2026-03-01,Д-2026-01659,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,207,360.64,74653.21,Оплачено
2026-03-01,Д-2026-00773,175,Федоров Владимир.,Розница,2,Петров Б.В.,Трубы,2,875.07,1750.13,Оплачено
2026-03-01,Д-2026-00764,118,ООО «СтальИндустрия-118»,Опт,5,Соколова Е.Д.,Метизы,1045,20.53,21455.18,Оплачено
2026-03-01,Д-2026-00478,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,457,691.87,316186.04,Оплачено
2026-03-02,Д-2026-01949,154,Васильев Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,11,82.77,910.49,Оплачено
2026-03-02,Д-2026-01208,13,Соловьев Иван.,Розница,3,Сидоров В.Г.,Арматура,25,359.78,8994.46,Оплачено
2026-03-02,Д-2026-00861,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,23,161.63,3717.55,Оплачено
2026-03-02,Д-2026-00053,192,Зайцев Александр.,Розница,2,Петров Б.В.,Арматура,3,163.96,491.89,Оплачено
2026-03-02,Д-2026-00129,137,Павлов Николай.,Розница,2,Петров Б.В.,Метизы,16,108.28,1732.56,Оплачено
2026-03-02,Д-2026-00323,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,129,786.15,101412.87,Оплачено
2026-03-02,Д-2026-01404,118,ООО «СтальИндустрия-118»,Опт,5,Соколова Е.Д.,Метизы,1435,33.09,47487.41,Оплачено
2026-03-02,Д-2026-00938,88,Козлов Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,70,190.1,13306.97,Оплачено
2026-03-02,Д-2026-00400,61,Иванов Андрей.,Розница,2,Петров Б.В.,Трубы,13,682.29,8869.83,Оплачено
2026-03-02,Д-2026-00466,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Лист,5,534.95,2674.74,Отменено
2026-03-02,Д-2026-00224,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Трубы,294,325.25,95624.4,Оплачено
2026-03-02,Д-2026-01342,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,9,26.97,242.71,В работе
2026-03-02,Д-2026-00748,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,12,694.66,8335.88,В работе
2026-03-02,Д-2026-01425,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Трубы,383,604.03,231342.22,Оплачено
2026-03-02,Д-2026-00413,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Лист,166,235.1,39026.96,Оплачено
2026-03-02,Д-2026-00495,50,ООО «ДонСталь-050»,Опт,5,Соколова Е.Д.,Лист,224,590.04,132167.88,Оплачено
2026-03-03,Д-2026-01047,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,118,219.6,25912.96,Оплачено
2026-03-03,Д-2026-01218,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,21,433.21,9097.41,Оплачено
2026-03-03,Д-2026-00491,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Трубы,333,455.51,151684.44,В работе
2026-03-03,Д-2026-01390,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,101,234.96,23731.39,Оплачено
2026-03-03,Д-2026-01022,75,Федоров Андрей.,Розница,2,Петров Б.В.,Метизы,75,229.67,17224.95,Оплачено
2026-03-03,Д-2026-00927,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Трубы,1,1060.96,1060.96,Отменено
2026-03-04,Д-2026-01840,194,Васильев Александр.,Розница,2,Петров Б.В.,Лист,4,700.28,2801.12,В работе
2026-03-04,Д-2026-00613,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,16,207.57,3321.15,Оплачено
2026-03-04,Д-2026-01416,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Трубы,3,1022.75,3068.25,Отменено
2026-03-04,Д-2026-00918,138,Семенов Николай.,Розница,2,Петров Б.В.,Трубы,10,687.31,6873.09,Оплачено
2026-03-04,Д-2026-01649,75,Федоров Андрей.,Розница,2,Петров Б.В.,Лист,6,467.63,2805.77,Оплачено
2026-03-04,Д-2026-00662,69,ООО «ВолгаМет-069»,Опт,1,Иванов А.А.,Арматура,689,351.09,241899.86,Оплачено
2026-03-04,Д-2026-01528,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Арматура,636,174.21,110800.73,Оплачено
2026-03-04,Д-2026-00357,98,Семенов Алексей.,Розница,2,Петров Б.В.,Метизы,5,30.33,151.65,В работе
2026-03-04,Д-2026-01526,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Метизы,768,170.41,130871.08,Оплачено
2026-03-04,Д-2026-00383,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,3,386.8,1160.39,Отменено
2026-03-04,Д-2026-00345,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Лист,271,641.8,173928.93,Оплачено
2026-03-05,Д-2026-00407,107,Лебедев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,8,155.75,1246.03,Оплачено
2026-03-05,Д-2026-01676,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Арматура,11,578.78,6366.63,В работе
2026-03-05,Д-2026-01619,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Метизы,1481,189.19,280190.33,Оплачено
2026-03-05,Д-2026-01924,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Трубы,268,578.71,155095.04,Оплачено
2026-03-05,Д-2026-00250,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,12,582.92,6994.98,Оплачено
2026-03-05,Д-2026-01232,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Метизы,22,32.82,722.09,Оплачено
2026-03-05,Д-2026-00479,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,29,474.47,13759.67,Оплачено
2026-03-05,Д-2026-01392,138,Семенов Николай.,Розница,2,Петров Б.В.,Лист,3,274.46,823.37,Оплачено
2026-03-05,Д-2026-01478,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,238,957.2,227812.45,Оплачено
2026-03-05,Д-2026-01091,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,76,32.69,2484.14,В работе
2026-03-05,Д-2026-00488,15,ООО «ВостокМет-015»,Опт,2,Петров Б.В.,Арматура,372,422.18,157051.71,Оплачено
2026-03-05,Д-2026-00726,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,2,726.88,1453.76,Оплачено
2026-03-05,Д-2026-00536,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,27,297.5,8032.39,Оплачено
2026-03-06,Д-2026-00817,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,5,262.07,1310.33,Оплачено
2026-03-06,Д-2026-00464,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Лист,68,388.92,26446.7,Оплачено
2026-03-06,Д-2026-01010,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,143,375.31,53669.73,Оплачено
2026-03-06,Д-2026-01799,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,390,1104.78,430864.06,Оплачено
2026-03-06,Д-2026-01868,142,ООО «МеталлИнвест-142»,Опт,2,Петров Б.В.,Арматура,480,563.58,270517.04,Оплачено
2026-03-06,Д-2026-01299,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,10,468.22,4682.22,Оплачено
2026-03-06,Д-2026-00368,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Лист,67,638.21,42759.78,Оплачено
2026-03-06,Д-2026-00716,52,Зайцев Сергей.,Розница,2,Петров Б.В.,Лист,1,346.33,346.33,В работе
2026-03-06,Д-2026-01859,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Арматура,13,593.69,7718.01,Оплачено
2026-03-06,Д-2026-00263,138,Семенов Николай.,Розница,2,Петров Б.В.,Трубы,11,957.22,10529.44,В работе
2026-03-06,Д-2026-01502,9,Новиков Иван.,Розница,2,Петров Б.В.,Метизы,52,126.01,6552.61,В работе
2026-03-06,Д-2026-00172,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Арматура,25,369.62,9240.59,Оплачено
2026-03-06,Д-2026-01060,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Трубы,14,662.51,9275.1,В работе
2026-03-06,Д-2026-00467,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,25,195.25,4881.24,Оплачено
2026-03-06,Д-2026-00186,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Трубы,4,869.87,3479.48,Оплачено
2026-03-06,Д-2026-00339,145,ООО «ЛистМет-145»,Опт,5,Соколова Е.Д.,Лист,189,760.58,143750.33,В работе
2026-03-06,Д-2026-00006,126,Попов Николай.,Розница,2,Петров Б.В.,Лист,4,521.54,2086.17,Отменено
2026-03-06,Д-2026-01696,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Арматура,998,554.23,553122.66,Оплачено
2026-03-06,Д-2026-01120,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,238,514.77,122515.25,Оплачено
2026-03-07,Д-2026-01016,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Лист,81,632.84,51259.77,Оплачено
2026-03-07,Д-2026-00256,55,Федоров Сергей.,Розница,3,Сидоров В.Г.,Арматура,23,374.57,8615.08,В работе
2026-03-07,Д-2026-00583,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Трубы,10,1173.85,11738.46,Оплачено
2026-03-07,Д-2026-00569,138,Семенов Николай.,Розница,2,Петров Б.В.,Метизы,76,154.12,11713.12,В работе
2026-03-07,Д-2026-00982,45,ООО «ЛистМет-045»,Опт,5,Соколова Е.Д.,Лист,198,230.43,45625.13,Оплачено
2026-03-07,Д-2026-01674,101,ООО «СтальПром-101»,Опт,2,Петров Б.В.,Трубы,383,421.64,161488.67,Оплачено
2026-03-07,Д-2026-00468,176,ООО «БелМеталл-176»,Опт,1,Иванов А.А.,Трубы,233,519.89,121135.07,Оплачено
2026-03-07,Д-2026-00943,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Трубы,183,796.48,145756.38,Оплачено
2026-03-07,Д-2026-01158,113,Соловьев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,39,88.46,3450.13,В работе
2026-03-07,Д-2026-01572,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Лист,211,664.9,140294.94,Оплачено
2026-03-07,Д-2026-01990,61,Иванов Андрей.,Розница,2,Петров Б.В.,Арматура,10,319.63,3196.32,В работе
2026-03-07,Д-2026-01017,75,Федоров Андрей.,Розница,2,Петров Б.В.,Лист,6,392.8,2356.81,Отозвано
2026-03-07,Д-2026-01397,176,ООО «БелМеталл-176»,Опт,1,Иванов А.А.,Трубы,133,656.06,87255.6,Оплачено
2026-03-07,Д-2026-00655,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Трубы,480,403.1,193487.12,Оплачено
2026-03-07,Д-2026-00381,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Лист,5,249.62,1248.12,Оплачено
2026-03-07,Д-2026-00114,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,2,912.41,1824.82,Оплачено
2026-03-08,Д-2026-00561,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,17,687.24,11683.03,Оплачено
2026-03-08,Д-2026-00673,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Трубы,6,481.93,2891.61,Оплачено
2026-03-08,Д-2026-01298,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,4,246.06,984.23,Отменено
2026-03-08,Д-2026-00969,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Метизы,52,149.79,7788.83,Оплачено
2026-03-08,Д-2026-01030,113,Соловьев Дмитрий.,Розница,4,Кузнецов Д.Е.,Арматура,4,358.96,1435.83,Оплачено
2026-03-08,Д-2026-01968,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,224,264.34,59212.75,Оплачено
2026-03-08,Д-2026-01714,78,ООО «СтальИндустрия-078»,Опт,2,Петров Б.В.,Трубы,270,936.4,252828.62,Оплачено
2026-03-08,Д-2026-01739,36,Ковалев Петр.,Розница,2,Петров Б.В.,Метизы,71,33.78,2398.6,Оплачено
2026-03-08,Д-2026-00733,99,ООО «ТрубМаркет-099»,Опт,2,Петров Б.В.,Арматура,136,525.9,71521.96,Оплачено
2026-03-08,Д-2026-01558,75,Федоров Андрей.,Розница,2,Петров Б.В.,Лист,5,805.8,4029.0,Оплачено
2026-03-08,Д-2026-01237,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Трубы,6,1134.29,6805.74,В работе
2026-03-08,Д-2026-00183,118,ООО «СтальИндустрия-118»,Опт,5,Соколова Е.Д.,Трубы,439,241.04,105814.87,Оплачено
2026-03-08,Д-2026-00533,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Трубы,10,385.82,3858.25,Оплачено
2026-03-08,Д-2026-01306,175,Федоров Владимир.,Розница,2,Петров Б.В.,Трубы,3,1003.37,3010.11,Отозвано
2026-03-09,Д-2026-00757,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,14,432.75,6058.43,В работе
2026-03-09,Д-2026-01350,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,6,414.75,2488.5,Оплачено
